epoch,test_acc,train_acc,test_loss,train_loss,Next training size,amount original images labelled,amount augmented images labelled
-1,0,0,0,0,300,30,70
0,0.1190984696149826,0.18854168057441711,2.371147632598877,2.365037679672241,600,63,137
1,0.044570595026016235,0.2933114171028137,2.424616575241089,1.9778900146484375,900,96,204
2,0.049348022788763046,0.4094827473163605,2.44931697845459,1.5991814136505127,1200,129,271
3,0.07076214253902435,0.5213815569877625,2.4907710552215576,1.3570672273635864,1500,163,337
4,0.07638264447450638,0.5612651705741882,2.544203042984009,1.217710256576538,1800,196,404
5,0.07435926049947739,0.6776315569877625,2.619136095046997,0.954482913017273,2100,229,471
6,0.07413443922996521,0.6887310743331909,2.581536054611206,0.9344580769538879,2400,262,538
7,0.0790804848074913,0.6829166412353516,2.6602938175201416,0.9591798782348633,2700,295,605
8,0.0781812071800232,0.706250011920929,2.707730531692505,0.908226490020752,3000,329,671
9,0.08082284033298492,0.7429078221321106,2.6518068313598633,0.8011788129806519,3300,362,738
10,0.07896807789802551,0.7403846383094788,2.6923770904541016,0.8014962077140808,3600,395,805
11,0.07941771298646927,0.7035398483276367,2.696782112121582,0.9041122198104858,3900,428,872
12,0.12089703232049942,0.7085040807723999,2.509110450744629,0.8523277640342712,4200,462,938
13,0.12904676795005798,0.7076231241226196,2.5846211910247803,0.8665310740470886,4500,496,1004
14,0.1611960381269455,0.7123669981956482,2.6500606536865234,0.8908897042274475,4800,529,1071
15,0.15546312928199768,0.6989583373069763,2.6796202659606934,0.9216387867927551,5100,562,1138
16,0.15861061215400696,0.7077473998069763,2.4478070735931396,0.9043810963630676,5400,595,1205
17,0.17075090110301971,0.7316321730613708,2.557328939437866,0.8503983020782471,5700,628,1272
18,0.16642311215400696,0.7313198447227478,2.654470205307007,0.8540940880775452,6000,662,1338
19,0.14860612154006958,0.7428523898124695,2.4969558715820312,0.8184226751327515,6300,695,1405
20,0.16614209115505219,0.7492294907569885,2.6384499073028564,0.7940715551376343,6600,728,1472
21,0.1757531464099884,0.7657004594802856,2.7571938037872314,0.7438763380050659,6900,762,1538
22,0.1855890303850174,0.7769097089767456,3.0843746662139893,0.7134082913398743,7200,795,1605
23,0.2032374143600464,0.778333306312561,2.561582088470459,0.7121936678886414,7500,828,1672
24,0.20284397900104523,0.7578014731407166,2.5627362728118896,0.7791232466697693,7800,861,1739
25,0.19851619005203247,0.7624658346176147,2.6658334732055664,0.745539665222168,8100,894,1806
26,0.21037544310092926,0.7563976645469666,2.6086771488189697,0.7585812211036682,8400,927,1873
27,0.21537770330905914,0.7703184485435486,2.325859785079956,0.7328632473945618,8700,960,1940
28,0.21903102099895477,0.7700071930885315,2.5269899368286133,0.7240235805511475,9000,994,2006
29,0.2304406464099884,0.7791445255279541,2.4755780696868896,0.7001949548721313,9300,1028,2072
30,0.23364433646202087,0.7669458389282227,2.4253921508789062,0.7293941378593445,9600,1062,2138
31,0.2531474828720093,0.7758333086967468,2.299095869064331,0.6986085176467896,9900,1095,2205
32,0.2510679066181183,0.7762096524238586,2.404146671295166,0.6999192833900452,10200,1128,2272
33,0.2637140154838562,0.7828500866889954,2.536583662033081,0.6813216209411621,10500,1161,2339
34,0.2908610701560974,0.7906534671783447,2.2977418899536133,0.6722756028175354,10800,1195,2405
35,0.2764163613319397,0.7905880212783813,2.5500094890594482,0.6726471781730652,11100,1229,2471
36,0.2752922773361206,0.790294349193573,2.4115068912506104,0.6587132811546326,11400,1262,2538
37,0.28939974308013916,0.7907037734985352,2.1893351078033447,0.6514511704444885,11700,1295,2605
38,0.2811375856399536,0.8088456392288208,2.408461093902588,0.6116782426834106,12000,1329,2671
39,0.3074415326118469,0.8063333630561829,2.1543400287628174,0.6140339970588684,12300,1362,2738
40,0.2756294906139374,0.7986741662025452,2.3613767623901367,0.639885425567627,12600,1395,2805
41,0.2999100685119629,0.8066835403442383,2.4024391174316406,0.6188589334487915,12900,1428,2872
42,0.3194444477558136,0.8098700642585754,2.1371097564697266,0.6034685373306274,13200,1461,2939
43,0.29940423369407654,0.8056900501251221,2.1419758796691895,0.6143453121185303,13500,1494,3006
44,0.29226619005203247,0.8161391019821167,2.485468864440918,0.5848864316940308,13800,1527,3073
45,0.31710880994796753,0.8190104365348816,2.2019402980804443,0.5765565037727356,14100,1561,3139
46,0.32767537236213684,0.8157171607017517,2.290969133377075,0.5790650248527527,14400,1595,3205
47,0.3229978680610657,0.8147916793823242,2.104315757751465,0.5875487327575684,14700,1628,3272
48,0.3093525171279907,0.8140398263931274,2.225684642791748,0.5811620354652405,15000,1661,3339
49,0.7776716351509094,0.9902718663215637,0.9289284944534302,0.030665911734104156,15300,1694,3406
