epoch,test_acc,train_acc,test_loss,train_loss,Next training size,amount original images labelled,amount augmented images labelled
0,0.11493930220603943,0.19062499701976776,2.3786845207214355,2.3425979614257812,600,36,164
1,0.17642760276794434,0.24506579339504242,2.350649356842041,2.13732647895813,900,36,264
2,0.1846335381269455,0.3405172526836395,2.283155918121338,1.9671716690063477,1200,37,363
3,0.1846335381269455,0.3955592215061188,2.3046371936798096,1.840283989906311,1500,50,450
4,0.1846335381269455,0.41992780566215515,2.2504611015319824,1.7529053688049316,1800,75,525
5,0.1846335381269455,0.4490131437778473,2.1522789001464844,1.6623154878616333,2100,92,608
6,0.1846335381269455,0.5181818008422852,2.1001687049865723,1.4549638032913208,2400,116,684
7,0.18485836684703827,0.5554166436195374,2.036198616027832,1.2139086723327637,2700,130,770
8,0.1846335381269455,0.585049033164978,2.1171460151672363,1.2200130224227905,3000,153,847
9,0.1875,0.5912012457847595,2.07235050201416,1.1640926599502563,3300,161,939
10,0.24562226235866547,0.6153846383094788,2.0051381587982178,1.0676844120025635,3600,166,1034
11,0.1934577375650406,0.6012167930603027,2.034729480743408,1.1268376111984253,3900,202,1098
12,0.24455437064170837,0.6394540667533875,2.0917015075683594,1.018049955368042,4200,208,1192
13,0.26398879289627075,0.6285511255264282,1.9512414932250977,1.0608173608779907,4500,213,1287
14,0.2767348885536194,0.6266400218009949,2.0334718227386475,1.0538228750228882,4800,232,1368
15,0.269565612077713,0.6291666626930237,1.9810196161270142,1.0631089210510254,5100,239,1461
16,0.2566259503364563,0.627148449420929,1.936306357383728,1.066498041152954,5400,254,1546
17,0.2892124056816101,0.644477367401123,1.9491353034973145,1.0330058336257935,5700,280,1620
18,0.2866019606590271,0.6483938694000244,1.887113332748413,1.0139024257659912,6000,290,1710
19,0.3005532920360565,0.6569148898124695,1.873213768005371,0.9983775615692139,6300,304,1796
20,0.2847597002983093,0.6407496333122253,1.8979716300964355,1.0594738721847534,6600,321,1879
21,0.28201189637184143,0.6663647294044495,2.090689182281494,0.9647528529167175,6900,355,1945
22,0.29364633560180664,0.68359375,1.8840525150299072,0.8985794186592102,7200,370,2030
23,0.3046562671661377,0.6929166913032532,1.8543800115585327,0.9041531085968018,7500,388,2112
24,0.2984737157821655,0.7019503712654114,1.8889598846435547,0.878374457359314,7800,403,2197
25,0.30632370710372925,0.7171276807785034,1.8527289628982544,0.8392744064331055,8100,436,2264
26,0.29335281252861023,0.7284694910049438,1.852889060974121,0.8046286702156067,8400,448,2352
27,0.3145483434200287,0.73384028673172,1.7915388345718384,0.7910956740379333,8700,457,2443
28,0.3310476541519165,0.7382976412773132,1.853043794631958,0.7639501690864563,9000,467,2533
29,0.32578936219215393,0.734929084777832,1.7960014343261719,0.7754112482070923,9300,480,2620
30,0.3210431635379791,0.7326030731201172,1.8571127653121948,0.7864944338798523,9600,486,2714
31,0.33684927225112915,0.7476041913032532,1.8675442934036255,0.7536305785179138,9900,492,2808
32,0.3282061815261841,0.7331317067146301,1.8424867391586304,0.7729367613792419,10200,507,2893
33,0.36534520983695984,0.7438283562660217,1.7794252634048462,0.7464938759803772,10500,519,2981
34,0.36635690927505493,0.744300901889801,1.7450721263885498,0.7616208791732788,10800,534,3066
35,0.36861759424209595,0.734375,1.7588086128234863,0.7763250470161438,11100,543,3157
36,0.3501511216163635,0.7471953630447388,1.7445656061172485,0.7337518334388733,11400,561,3239
37,0.36152949929237366,0.7634803652763367,1.7488335371017456,0.7010869383811951,11700,587,3313
38,0.362097829580307,0.7306181788444519,1.711584210395813,0.7809523344039917,12000,600,3400
39,0.37263938784599304,0.765500009059906,1.7459397315979004,0.6979528069496155,12300,612,3488
40,0.35808229446411133,0.7630953192710876,1.74408757686615,0.6963056325912476,12600,641,3559
41,0.3999675214290619,0.7589625716209412,1.6479909420013428,0.7078235745429993,12900,663,3637
42,0.43137991428375244,0.7781559228897095,1.556537389755249,0.6701359748840332,13200,678,3722
43,0.4302058219909668,0.7819309830665588,1.694435954093933,0.6535068154335022,13500,697,3803
44,0.45409923791885376,0.7900304794311523,1.5453464984893799,0.6417611837387085,13800,731,3869
45,0.41832783818244934,0.7815393805503845,1.6244432926177979,0.657149076461792,14100,757,3943
46,0.4304681122303009,0.7768707871437073,1.5613633394241333,0.6664210557937622,14400,773,4027
47,0.4161108434200287,0.7851389050483704,1.6151552200317383,0.6348733305931091,14700,797,4103
48,0.4436700642108917,0.7901721596717834,1.5997518301010132,0.6345791816711426,15000,812,4188
49,0.8342076539993286,0.992404043674469,0.6830521821975708,0.024585049599409103,15300,841,4259
