epoch,test_acc,train_acc,test_loss,train_loss,Next training size,amount original images labelled,amount augmented images labelled
23,0.7781549692153931,0.8870153427124023,0.7231754064559937,0.3478502631187439,6600,811,1389
24,0.7780551314353943,0.8796799778938293,0.7229675650596619,0.3603568971157074,6750,830,1420
25,0.7773562073707581,0.8834221959114075,0.7268008589744568,0.34893155097961426,6900,853,1447
26,0.7854433059692383,0.8780960440635681,0.7149674296379089,0.3577990233898163,7050,875,1475
27,0.7635782957077026,0.8883767127990723,0.837322473526001,0.3397051692008972,7200,899,1501
28,0.7805511355400085,0.8865277767181396,0.7101123332977295,0.34630635380744934,7350,920,1530
29,0.7898362874984741,0.885622501373291,0.7266477346420288,0.35021084547042847,7500,937,1563
30,0.7835463285446167,0.8741134405136108,0.6946401596069336,0.365517795085907,7650,959,1591
31,0.7950279712677002,0.87890625,0.7031002044677734,0.3693999648094177,7800,978,1622
32,0.782947301864624,0.8893442749977112,0.7313129305839539,0.33591699600219727,7950,998,1652
33,0.779552698135376,0.8808627724647522,0.7080491185188293,0.3587362468242645,8100,1019,1681
34,0.7797523736953735,0.8794291615486145,0.7089647650718689,0.3562092185020447,8250,1039,1711
35,0.7964257001876831,0.881913423538208,0.6716998219490051,0.34616562724113464,8400,1060,1740
36,0.776457667350769,0.8840304017066956,0.7415485382080078,0.35077258944511414,8550,1078,1772
37,0.7945287823677063,0.88770991563797,0.6750290989875793,0.3406359553337097,8700,1095,1805
38,0.7996206283569336,0.8881630897521973,0.6606649160385132,0.33672183752059937,8850,1112,1838
39,0.7911341786384583,0.8813928961753845,0.6993191838264465,0.35549819469451904,9000,1138,1862
40,0.7836461663246155,0.888741135597229,0.7337549924850464,0.34102264046669006,9150,1160,1890
41,0.7930311560630798,0.8888548612594604,0.6823582053184509,0.33968406915664673,9300,1175,1925
42,0.7930311560630798,0.8819372653961182,0.6671353578567505,0.35606878995895386,9450,1194,1956
43,0.7867411971092224,0.890625,0.7187017798423767,0.3320316970348358,9600,1217,1983
44,0.7868410348892212,0.8863541483879089,0.7045632004737854,0.3374215066432953,9750,1237,2013
45,0.8010183572769165,0.885357677936554,0.6378293037414551,0.34437015652656555,9900,1258,2042
46,0.7936301827430725,0.8833332657814026,0.6678087711334229,0.36573079228401184,10050,1284,2066
47,0.7939296960830688,0.8807539939880371,0.6785061955451965,0.3510928153991699,10200,1303,2097
48,0.7876397967338562,0.8797674179077148,0.6993572115898132,0.36144590377807617,10350,1330,2120
49,0.8076078295707703,0.8897294402122498,0.6158929467201233,0.3324580788612366,10500,1351,2149
50,0.8069089651107788,0.8865881562232971,0.65861576795578,0.3453271985054016,10650,1366,2184
51,0.7976238131523132,0.8841822147369385,0.6520395278930664,0.3510112762451172,10800,1386,2214
52,0.8026158213615417,0.8859097361564636,0.6280891299247742,0.34171122312545776,10950,1407,2243
53,0.8072084784507751,0.8824708461761475,0.6393848061561584,0.3436402678489685,11100,1439,2261
54,0.7968250513076782,0.8806350231170654,0.6479840278625488,0.35412049293518066,11250,1465,2285
55,0.7862420082092285,0.8890467286109924,0.6916472315788269,0.3288729786872864,11400,1483,2317
56,0.8094049692153931,0.888742983341217,0.6195502281188965,0.33316171169281006,11550,1504,2346
57,0.8084065318107605,0.8862996101379395,0.6178578734397888,0.3317990005016327,11700,1518,2382
58,0.8151956796646118,0.8924522399902344,0.615040123462677,0.32928088307380676,11850,1537,2413
59,0.8105031847953796,0.8892183303833008,0.6262030005455017,0.3330018222332001,12000,1560,2440
60,0.7897364497184753,0.8878333568572998,0.715620756149292,0.33794060349464417,12150,1578,2472
61,0.7959265112876892,0.8874701261520386,0.651347279548645,0.3361734449863434,12300,1597,2503
62,0.8018171191215515,0.8928030729293823,0.6560260057449341,0.31884023547172546,12450,1614,2536
63,0.8104033470153809,0.8839743733406067,0.6198126077651978,0.3460626006126404,12600,1635,2565
64,0.8106030225753784,0.8857603073120117,0.5998110175132751,0.33423009514808655,12750,1656,2594
65,0.8161941170692444,0.8930473327636719,0.5868323445320129,0.32760074734687805,12900,1679,2621
66,0.8138977885246277,0.8891553282737732,0.6245492100715637,0.3383246064186096,13050,1701,2649
67,0.8120008111000061,0.8865301609039307,0.6144546866416931,0.33376654982566833,13200,1722,2678
68,0.806010365486145,0.8979267477989197,0.6423074007034302,0.3179492652416229,13350,1738,2712
69,0.8096046447753906,0.8868619799613953,0.6148058772087097,0.3402120769023895,13500,1762,2738
70,0.8086062073707581,0.8868166208267212,0.6209784150123596,0.3423874080181122,13650,1783,2767
71,0.8088058829307556,0.8898158669471741,0.6149666905403137,0.32843661308288574,13800,1803,2797
72,0.8059105277061462,0.8849826455116272,0.6551849246025085,0.3424702286720276,13950,1823,2827
73,0.8109025359153748,0.8972811698913574,0.6241613030433655,0.31440213322639465,14100,1841,2859
74,0.8134983777999878,0.8925170302391052,0.5999407768249512,0.3222197890281677,14250,1866,2884
75,0.8162939548492432,0.8890134692192078,0.5890007615089417,0.3384861350059509,14400,1884,2916
76,0.8228833675384521,0.8915972113609314,0.5743299722671509,0.3270926773548126,14550,1909,2941
77,0.818989634513855,0.8964410424232483,0.6120293736457825,0.31981849670410156,14700,1933,2967
78,0.8200878500938416,0.889538049697876,0.5894688367843628,0.3398990333080292,14850,1957,2993
79,0.8206868767738342,0.8846774101257324,0.5878902673721313,0.34345749020576477,15000,1988,3012
80,0.8118011355400085,0.8853722214698792,0.6091250777244568,0.34504234790802,15150,2013,3037
81,0.8187899589538574,0.8961629867553711,0.5925875306129456,0.3146374821662903,15300,2037,3063
82,0.8165934681892395,0.8932672142982483,0.6166918873786926,0.31891095638275146,15450,2058,3092
83,0.8176916837692261,0.8951067328453064,0.5912977457046509,0.3204016387462616,15600,2080,3120
84,0.8245806694030762,0.8874871730804443,0.578904926776886,0.33478301763534546,15750,2104,3146
85,0.8184903860092163,0.891459584236145,0.5906602144241333,0.3200047016143799,15900,2117,3183
86,0.8167931437492371,0.8997017741203308,0.592278778553009,0.31246837973594666,16050,2141,3209
87,0.8326677083969116,0.8934262990951538,0.5533522963523865,0.3230210542678833,16200,2165,3235
88,0.8248801827430725,0.897066056728363,0.5721186995506287,0.30872300267219543,16350,2188,3262
89,0.8286741375923157,0.8930976986885071,0.5517652034759521,0.32208484411239624,16500,2213,3287
90,0.8305711150169373,0.8922480344772339,0.5672544240951538,0.32357245683670044,16650,2234,3316
91,0.8156948685646057,0.8902950882911682,0.638084352016449,0.32702669501304626,16800,2264,3336
92,0.8206868767738342,0.8905952572822571,0.5724096298217773,0.32621774077415466,16950,2291,3359
93,0.8202875256538391,0.8962907195091248,0.5886684060096741,0.3166350722312927,17100,2307,3393
94,0.8309704661369324,0.8935747742652893,0.542223334312439,0.32044634222984314,17250,2326,3424
95,0.8184903860092163,0.8928819298744202,0.5927523970603943,0.32250601053237915,17400,2349,3451
96,0.8343650102615356,0.8936886787414551,0.5316126942634583,0.3209422826766968,17550,2370,3480
97,0.8327675461769104,0.8991022706031799,0.5502296686172485,0.3073027431964874,17700,2394,3506
98,0.8394568562507629,0.893614649772644,0.5187761783599854,0.3241283893585205,17850,2418,3532
99,0.8335663080215454,0.8939464688301086,0.5536106824874878,0.3241259455680847,18000,2437,3563
