epoch,test_acc,train_acc,test_loss,train_loss,Next training size,amount original images labelled,amount augmented images labelled
-1,0,0,0,0,3000,321,679
0,0.7231429815292358,0.8543882966041565,0.9291709661483765,0.44967541098594666,3150,336,714
1,0.7245407104492188,0.8579545617103577,0.9350503087043762,0.42074742913246155,3300,354,746
2,0.732627809047699,0.8566706776618958,0.8773046135902405,0.4415926933288574,3450,371,779
3,0.7385183572769165,0.8703703880310059,0.8672824501991272,0.3918094336986542,3600,393,807
4,0.7247403860092163,0.8691924810409546,0.906237006187439,0.3966468572616577,3750,413,837
5,0.7210463285446167,0.8625529408454895,0.964216411113739,0.40052157640457153,3900,425,875
6,0.7356230020523071,0.8625950813293457,0.9154199957847595,0.40610915422439575,4050,444,906
7,0.7351238131523132,0.8531004190444946,0.9063758850097656,0.42961549758911133,4200,461,939
8,0.74430912733078,0.869081437587738,0.8706313967704773,0.38756483793258667,4350,477,973
9,0.7328274846076965,0.8714460730552673,0.8518282175064087,0.39781492948532104,4500,494,1006
10,0.72444087266922,0.8636524677276611,0.9010161757469177,0.4012537896633148,4650,518,1032
11,0.740914523601532,0.8764554858207703,0.8380484580993652,0.368766725063324,4800,535,1065
12,0.747404158115387,0.8543750047683716,0.8582167029380798,0.4413436949253082,4950,554,1096
13,0.7643769979476929,0.8666422367095947,0.7651405930519104,0.3971657454967499,5100,574,1126
14,0.7355231642723083,0.8651692271232605,0.8371573090553284,0.40407925844192505,5250,599,1151
15,0.7632787823677063,0.8416666388511658,0.7831020355224609,0.46648019552230835,5400,616,1184
16,0.7379193305969238,0.8730893135070801,0.9532712697982788,0.3761940002441406,5550,637,1213
17,0.7598841786384583,0.865378737449646,0.7735488414764404,0.39654216170310974,5700,651,1249
18,0.7477036714553833,0.8634776473045349,0.7837001085281372,0.3945091664791107,5850,664,1286
19,0.773861825466156,0.8659757375717163,0.735600471496582,0.3888566792011261,6000,684,1316
20,0.7737619876861572,0.8768284320831299,0.7606512308120728,0.35652387142181396,6150,706,1344
21,0.7765575051307678,0.8663104176521301,0.7361406683921814,0.4043733775615692,6300,724,1376
22,0.7639776468276978,0.8774927854537964,0.7486206889152527,0.3683438003063202,6450,748,1402
23,0.7585862874984741,0.8712356090545654,0.7927775382995605,0.38218551874160767,6600,770,1430
24,0.7762579917907715,0.8683574795722961,0.7249729633331299,0.3981516659259796,6750,788,1462
25,0.7785543203353882,0.8801244497299194,0.6852834820747375,0.37723830342292786,6900,810,1490
26,0.7811501622200012,0.862442135810852,0.724524736404419,0.40775826573371887,7050,826,1524
27,0.7849441170692444,0.8692024946212769,0.6678074598312378,0.3929787874221802,7200,842,1558
28,0.7716653347015381,0.8729166388511658,0.722374677658081,0.37269127368927,7350,865,1585
29,0.7810503244400024,0.878964900970459,0.6981098651885986,0.3589531481266022,7500,889,1611
